DL,DP,HE,HK,HL,PU,SE,SL,WEIGHT,MOTORIZED_PIECES_COUNT,TOTAL_VOLUME_CUBIC_FOOT,HAZMAT_FLAG,FREEZABLE_FLAG,NODE_VISIT_CNT,dock_availability_indicator,forklift_availability_indicator,customer_location_type,DWELL_TIME
1,0,0,0,0,0,0,0,475,1,509.22,FALSE,FALSE,56,Y,Y,Business/Commercial,26.916667
1,0,0,0,0,0,0,0,1148,1,102.22,FALSE,FALSE,61,Y,Y,Business/Commercial,25.05
0,0,0,0,0,1,0,0,2015,2,274.11,FALSE,FALSE,176,Y,Y,Business/Commercial,35.483333
1,0,0,0,0,0,0,0,3691,2,163.79,FALSE,FALSE,20,Y,Y,Business/Commercial,23.383333
2,0,0,0,0,0,0,0,16019,10,691.59,FALSE,FALSE,38,Y,N,Distribution Center,107.316667
1,0,0,0,0,0,0,0,421,1,495.98,FALSE,FALSE,13,N,N,Business/Commercial,27.816667
0,0,0,0,0,3,0,0,22104,11,585.43,FALSE,FALSE,153,Y,Y,Business/Commercial,71.183333
1,0,0,0,0,0,0,0,11138,7,477.13,FALSE,FALSE,13,Y,Y,Business/Commercial,40.1
8,0,0,0,0,0,0,0,11001,12,842.56,FALSE,FALSE,146,Y,Y,Business/Commercial,71.966667
1,0,0,0,0,0,0,0,540,1,365.77,FALSE,FALSE,74,Y,Y,Business/Commercial,21.966667
0,0,0,0,0,1,0,0,1205,1,449,FALSE,FALSE,135,Y,Y,Business/Commercial,27.083333
1,0,0,0,0,0,0,0,1294,1,126.44,FALSE,FALSE,21,Y,N,Distribution Center,133.066667
1,0,0,0,0,0,0,0,1083,2,198.55,FALSE,FALSE,22,Y,N,Business/Commercial,13.65
0,0,0,0,0,1,0,0,2132,1,231,FALSE,FALSE,109,N,Y,Business/Commercial,46.266667
3,0,0,0,0,0,0,0,1827,3,139.43,FALSE,FALSE,445,Y,Y,Business/Commercial,32.55
1,0,0,0,0,0,0,0,1096,1,99,FALSE,FALSE,13,N,N,Business/Commercial,31.283333
1,0,0,0,0,0,0,0,1239,1,146.4,FALSE,FALSE,21,N,Y,Business/Commercial,19.3
1,0,0,0,0,0,0,0,845,1,83.44,FALSE,FALSE,33,N,Y,Business/Commercial,18.5
0,0,0,0,0,4,0,0,12651,7,440.34,FALSE,FALSE,109,Y,Y,Business/Commercial,34.916667
0,0,0,0,0,1,0,0,3181,2,563,FALSE,FALSE,180,Y,Y,Business/Commercial,53.716667
0,0,0,0,0,2,0,0,1254,2,236.1,FALSE,FALSE,26,Y,Y,Business/Commercial,32.133333
1,0,0,0,0,0,0,0,1017,1,152.66,FALSE,FALSE,62,N,Y,Business/Commercial,53.8
1,0,0,0,0,0,0,0,1519,1,109.55,FALSE,FALSE,41,N,Y,Business/Commercial,36.566667
1,0,0,0,0,0,0,0,2008,1,156.92,FALSE,FALSE,21,Y,N,Business/Commercial,51.5
2,0,0,0,0,0,0,0,1386,2,308.02,TRUE,FALSE,19,Y,N,Business/Commercial,39.033333
0,0,0,0,0,2,0,0,656,2,128,FALSE,FALSE,88,Y,Y,Business/Commercial,57.35
1,0,0,0,0,0,0,0,681,1,535,FALSE,FALSE,88,Y,Y,Business/Commercial,25.316667
2,0,0,0,0,0,0,0,937,2,78.42,FALSE,FALSE,56,Y,Y,Business/Commercial,32.566667
2,0,0,0,0,0,0,0,3154,4,427.24,FALSE,FALSE,50,Y,Y,Business/Commercial,26.133333
1,0,0,0,0,0,0,0,315,1,305.1,FALSE,FALSE,84,N,Y,Business/Commercial,17.283333
1,0,0,0,0,0,0,0,1157,1,78.45,FALSE,FALSE,27,N,Y,Business/Commercial,24.466667
1,0,0,0,0,0,0,0,184,1,357.33,FALSE,FALSE,22,N,N,Business/Commercial,31.716667
1,0,0,0,0,0,0,0,1001,1,423.38,FALSE,FALSE,17,U,N,U,32.866667
0,0,0,0,0,4,0,0,2057,5,417.73,FALSE,FALSE,93,Y,Y,Business/Commercial,45.583333
1,0,0,0,0,0,0,0,1514,1,162.21,FALSE,FALSE,37,N,Y,Business/Commercial,27.7
2,0,0,0,0,0,0,0,3022,2,163.5,FALSE,FALSE,22,Y,Y,Business/Commercial,36.083333
0,0,0,0,0,3,0,0,1097,2,618.51,FALSE,FALSE,115,Y,Y,Business/Commercial,31.45
1,0,0,0,0,0,0,0,855,1,75.46,FALSE,FALSE,18,Y,Y,Business/Commercial,34.75
0,0,0,0,0,1,0,0,1344,2,388.18,FALSE,FALSE,93,Y,Y,Business/Commercial,13.2
1,0,0,0,0,0,0,0,6823,5,862.75,FALSE,FALSE,13,Y,Y,Business/Commercial,30.416667
0,0,0,0,0,1,0,0,572,1,284.34,FALSE,FALSE,23,Y,Y,Business/Commercial,15.283333
0,0,0,0,0,1,0,0,1185,1,251.21,FALSE,FALSE,21,Y,Y,Business/Commercial,43.8
0,0,0,0,0,1,0,0,1787,1,427.46,FALSE,FALSE,151,N,Y,Business/Commercial,48.366667
1,0,0,0,0,0,0,0,8308,4,586.72,FALSE,FALSE,23,N,Y,Business/Commercial,15.65
1,0,0,0,0,0,0,0,279,0,256.04,FALSE,FALSE,12,N,N,Business/Commercial,27.966667
1,0,0,0,0,0,0,0,557,1,115.72,FALSE,FALSE,16,Y,Y,Business/Commercial,34.266667
1,0,0,0,0,0,0,0,930,1,460.17,FALSE,FALSE,34,N,Y,Business/Commercial,27.266667
1,0,0,0,0,0,0,0,694,1,54.68,FALSE,FALSE,7,U,Y,U,30
0,0,0,0,0,1,0,0,545,1,310.85,FALSE,FALSE,109,N,Y,Business/Commercial,23.083333
0,0,0,0,0,1,0,0,81,1,461.12,FALSE,FALSE,24,Y,Y,Business/Commercial,26.116667
3,0,0,0,0,2,0,0,33572,17,655.51,FALSE,FALSE,78,Y,Y,Business/Commercial,54.9
0,0,0,0,0,4,0,0,15531,8,661.45,FALSE,FALSE,62,Y,Y,Distribution Center,44.366667
1,0,0,0,0,0,0,0,739,1,427.66,FALSE,FALSE,21,N,Y,Business/Commercial,33
3,0,0,0,0,0,0,0,6506,5,246.18,FALSE,FALSE,84,Y,Y,Business/Commercial,30.366667
1,0,0,0,0,0,0,0,4837,5,293.21,FALSE,FALSE,73,Y,Y,Business/Commercial,43.483333
0,0,0,0,0,1,0,0,1941,2,302.33,FALSE,FALSE,35,N,Y,Business/Commercial,33.95
1,0,0,0,0,0,0,0,1200,1,145.12,FALSE,FALSE,28,N,Y,Government Sites: Military,32.166667
1,0,0,0,0,0,0,0,1070,1,161.1,FALSE,FALSE,35,Y,N,Government Sites: Prison/Correction Facility,15.366667
0,0,0,0,0,3,0,0,9140,4,311.89,FALSE,FALSE,59,Y,Y,Business/Commercial,47.766667
1,0,0,0,0,0,0,0,627,2,243.83,FALSE,FALSE,12,Y,Y,Distribution Center,18.766667
0,0,0,0,0,1,0,0,8499,4,318.77,FALSE,FALSE,11,U,Y,U,34.883333
0,0,0,0,0,3,0,0,837,3,466.69,FALSE,FALSE,149,N,Y,Business/Commercial,27.866667
1,0,0,0,0,0,0,0,383,2,184,FALSE,FALSE,31,Y,Y,Business/Commercial,52.133333
1,0,0,0,0,0,0,0,963,1,272,FALSE,FALSE,59,N,Y,Business/Commercial,37
1,0,0,0,0,0,0,0,355,1,365.66,FALSE,FALSE,147,N,Y,Business/Commercial,44.55
1,0,0,0,0,0,0,0,1377,1,116.12,FALSE,FALSE,45,Y,Y,Business/Commercial,22.316667
1,0,0,0,0,8,0,0,10592,16,304.3,FALSE,FALSE,163,Y,Y,Business/Commercial,119.866667
3,0,0,0,0,0,0,0,2971,5,200.47,FALSE,FALSE,76,Y,Y,Business/Commercial,32.15
0,0,0,0,0,1,0,0,1115,1,66.47,FALSE,FALSE,32,Y,Y,Business/Commercial,35.45
1,0,0,0,0,0,0,0,1208,4,336.33,FALSE,FALSE,103,Y,Y,Business/Commercial,196.8
1,0,0,0,0,0,0,0,710,1,338.59,FALSE,FALSE,8,N,Y,Business/Commercial,23.633333
1,0,0,0,0,0,0,0,1591,1,498.87,FALSE,FALSE,16,N,Y,Business/Commercial,47.616667
1,0,0,0,0,0,0,0,411,1,438.54,FALSE,FALSE,11,Y,Y,Business/Commercial,34.75
1,0,0,0,0,0,0,0,11089,6,479.08,FALSE,FALSE,39,Y,Y,Business/Commercial,31.633333
0,0,0,0,0,1,0,0,10680,4,353.43,FALSE,FALSE,46,Y,Y,Business/Commercial,41.616667
1,0,0,0,0,0,0,0,940,1,414.33,FALSE,FALSE,14,Y,N,Business/Commercial,40.983333
0,0,0,0,0,1,0,0,1455,1,481.88,FALSE,FALSE,15,N,Y,Business/Commercial,24.95
0,0,0,0,0,3,0,0,1536,4,167.45,FALSE,FALSE,156,Y,Y,Business/Commercial,49.583333
0,0,0,0,0,1,0,0,1095,1,239.03,FALSE,FALSE,71,Y,Y,Distribution Center,42.65
2,0,0,0,0,0,0,0,2733,8,429.31,FALSE,FALSE,23,Y,Y,Distribution Center,24.966667
0,0,0,0,0,1,0,0,905,1,276.11,FALSE,FALSE,16,Y,Y,Business/Commercial,17.666667
2,0,0,0,0,0,0,0,1038,2,329.82,FALSE,FALSE,73,Y,Y,Business/Commercial,32.166667
1,0,0,0,0,0,0,0,689,1,229.64,FALSE,FALSE,33,Y,Y,Business/Commercial,15.95
7,0,0,0,0,0,0,0,6987,20,1462.18,FALSE,FALSE,144,Y,Y,Distribution Center,66.866667
1,0,0,0,0,0,0,0,1629,1,248.78,FALSE,FALSE,27,Y,Y,Business/Commercial,32.433333
1,0,0,0,0,0,0,0,9767,4,691.64,FALSE,FALSE,49,Y,Y,Business/Commercial,20.683333
0,0,0,0,0,1,0,0,453,1,254.44,FALSE,FALSE,38,N,Y,Business/Commercial,22.016667
1,0,0,0,0,0,0,0,743,1,327.33,FALSE,FALSE,19,N,Y,Business/Commercial,30.666667
0,0,0,0,0,1,0,0,488,0,343.75,FALSE,FALSE,8,N,N,Business/Commercial,28.616667
1,0,0,0,0,0,0,0,1007,1,84.58,FALSE,FALSE,12,Y,Y,Business/Commercial,32.6
2,0,0,0,0,0,0,0,1450,0,124.49,FALSE,FALSE,16,Y,Y,Business/Commercial,37.483333
1,0,0,0,0,0,0,0,2558,1,395.44,FALSE,FALSE,36,Y,Y,Business/Commercial,36.733333
1,0,0,0,0,0,0,0,1305,1,191.34,FALSE,FALSE,8,Y,Y,Business/Commercial,33.983333
0,0,0,0,0,1,0,0,442,1,501.44,FALSE,FALSE,137,Y,Y,Business/Commercial,54.55
1,0,0,0,0,0,0,0,1071,1,93.25,FALSE,FALSE,23,Y,Y,Grocery Warehouse,16.166667
1,0,0,0,0,0,0,0,1294,2,113,FALSE,FALSE,27,N,Y,Business/Commercial,31.083333
2,0,0,0,0,0,0,0,2994,3,167.77,FALSE,FALSE,95,N,Y,Business/Commercial,33.55
1,0,0,0,0,0,0,0,1825,1,454.77,FALSE,FALSE,66,Y,Y,Business/Commercial,50.933333
1,0,0,0,0,0,0,0,1838,1,107.33,FALSE,FALSE,10,Y,Y,Business/Commercial,29.783333
0,0,0,0,0,1,0,0,2580,1,385.3,FALSE,FALSE,105,Y,Y,Business/Commercial,40.816667
0,0,0,0,0,1,0,0,839,1,290.66,FALSE,FALSE,45,Y,Y,Business/Commercial,37.516667
1,0,0,0,0,0,0,0,1742,1,280.26,FALSE,FALSE,188,Y,Y,Business/Commercial,34.4
3,0,0,0,0,0,0,0,6976,7,813.08,FALSE,FALSE,23,Y,Y,Business/Commercial,58.633333
1,0,0,0,0,0,0,0,1507,3,191.33,FALSE,FALSE,15,Y,Y,Distribution Center,36.683333
0,0,0,0,0,1,0,0,387,1,390.13,FALSE,FALSE,181,Y,N,Business/Commercial,34.483333
0,0,0,0,0,3,0,0,989,3,263.83,FALSE,FALSE,59,Y,Y,Business/Commercial,44.933333
1,0,0,0,0,0,0,0,876,1,301.92,FALSE,FALSE,21,Y,Y,Business/Commercial,23.75
1,0,0,0,0,0,0,0,709,1,244.74,FALSE,FALSE,31,Y,Y,Government Sites: Other Government Sites,29.083333
1,0,0,0,0,0,0,0,585,1,311.28,TRUE,FALSE,29,Y,Y,Distribution Center,16.233333
0,0,0,0,0,1,0,0,1684,1,442.41,FALSE,FALSE,21,Y,Y,Business/Commercial,22.833333
1,0,0,0,0,0,0,0,637,1,458.4,FALSE,FALSE,80,Y,Y,Business/Commercial,30.5
1,0,0,0,0,0,0,0,1602,1,505.09,FALSE,FALSE,32,Y,Y,Business/Commercial,17
1,0,0,0,0,0,0,0,744,1,489.11,FALSE,FALSE,99,Y,Y,Business/Commercial,46.666667
1,0,0,0,0,0,0,0,257,1,287.44,FALSE,TRUE,13,N,Y,Business/Commercial,19.866667
0,0,0,0,0,1,0,0,1172,1,119.31,FALSE,FALSE,23,Y,Y,Business/Commercial,18.75
0,0,0,0,0,2,0,0,1099,2,442.74,FALSE,FALSE,34,N,Y,Business/Commercial,20.7
1,0,0,0,0,0,0,0,2252,1,557.83,FALSE,FALSE,432,Y,Y,Business/Commercial,50.233333
1,0,0,0,0,0,0,0,282,0,384.22,FALSE,FALSE,14,N,Y,Business/Commercial,13.133333
1,0,0,0,0,0,0,0,4402,5,582.06,FALSE,FALSE,87,Y,Y,Grocery Warehouse,73.066667
0,0,0,0,0,1,0,0,8317,4,657.09,FALSE,FALSE,93,Y,Y,Business/Commercial,45.6
1,0,0,0,0,0,0,0,957,2,461.97,FALSE,FALSE,12,N,Y,Business/Commercial,41.883333
0,0,0,0,0,1,0,0,787,1,218.78,FALSE,FALSE,108,Y,Y,Business/Commercial,31.6
0,0,0,0,0,3,0,0,7748,5,338.12,FALSE,FALSE,103,Y,Y,Business/Commercial,103.233333
1,0,0,0,0,0,0,0,1216,1,383.44,FALSE,FALSE,10,N,N,Business/Commercial,32.783333
3,0,0,0,0,0,0,0,2965,8,563.4,FALSE,FALSE,131,Y,Y,Business/Commercial,87.833333
1,0,0,0,0,0,0,0,429,1,239.55,FALSE,FALSE,14,N,Y,Business/Commercial,12.133333
3,0,0,0,0,0,0,0,2475,3,181.54,FALSE,FALSE,74,Y,Y,Distribution Center,38.883333
2,0,0,0,0,0,0,0,658,2,48.35,FALSE,FALSE,53,Y,Y,Distribution Center,31.983333
1,0,0,0,0,0,0,0,470,4,186.33,FALSE,FALSE,8,N,N,Business/Commercial,21.85
1,0,0,0,0,0,0,0,938,2,172.27,FALSE,FALSE,12,Y,N,Business/Commercial,25.133333
1,0,0,0,0,0,0,0,1111,1,476.77,FALSE,FALSE,43,Y,Y,Business/Commercial,28.9
1,0,0,0,0,0,0,0,1143,2,169.42,FALSE,FALSE,15,N,N,Construction/Utility Sites: Construction Site,28.083333
1,0,0,0,0,0,0,0,1762,2,309.49,FALSE,FALSE,24,N,N,Business/Commercial,71.833333
1,0,0,0,0,0,0,0,774,1,338.57,FALSE,FALSE,18,Y,Y,Business/Commercial,17.3
1,0,0,0,0,0,0,0,644,1,406.66,FALSE,FALSE,15,N,Y,Business/Commercial,26.766667
1,0,0,0,0,0,0,0,672,1,402.5,FALSE,FALSE,25,Y,Y,Business/Commercial,26.333333
1,0,0,0,0,0,0,0,875,1,407.37,FALSE,FALSE,25,Y,Y,Business/Commercial,23.583333
1,0,0,0,0,0,0,0,1084,1,472.4,FALSE,FALSE,15,N,Y,Business/Commercial,22.85
2,0,0,0,0,0,0,0,1557,4,384.73,FALSE,FALSE,25,N,Y,Business/Commercial,34.15
1,0,0,0,0,0,0,0,944,1,515.22,FALSE,FALSE,18,Y,Y,Business/Commercial,20.883333
1,0,0,0,0,0,0,0,1092,1,275.84,FALSE,FALSE,41,Y,Y,Business/Commercial,28.65
1,0,0,0,0,0,0,0,239,1,440.47,FALSE,FALSE,60,Y,Y,Business/Commercial,15.516667
1,0,0,0,0,0,0,0,790,1,70,FALSE,FALSE,57,Y,Y,Business/Commercial,36.416667
1,0,0,0,0,0,0,0,1314,2,270.46,FALSE,FALSE,14,U,Y,U,27.816667
0,0,0,0,0,2,0,0,2297,6,472.64,FALSE,FALSE,97,Y,Y,Business/Commercial,42.766667
0,0,0,0,0,1,0,0,741,1,297.43,FALSE,FALSE,79,Y,Y,Distribution Center,39.266667
1,0,0,0,0,0,0,0,1986,1,100.48,FALSE,FALSE,153,Y,Y,Distribution Center,20.766667
1,0,0,0,0,0,0,0,1061,3,249.75,FALSE,FALSE,108,Y,Y,Government Sites: Post Office,29.333333
1,0,0,0,0,0,0,0,1659,1,426.59,FALSE,FALSE,18,Y,Y,Business/Commercial,40.333333
0,0,0,0,0,3,0,0,2435,4,430.22,FALSE,FALSE,117,Y,Y,Business/Commercial,59.816667
0,0,0,0,0,1,0,0,323,1,347.44,FALSE,FALSE,14,N,Y,Business/Commercial,37.916667
1,0,0,0,0,0,0,0,1042,2,282.16,FALSE,FALSE,17,N,N,Residential: Business Operating Within a Private Residence,39.466667
1,0,0,0,0,0,0,0,10645,6,333.97,FALSE,FALSE,31,Y,Y,Business/Commercial,51.45
1,0,0,0,0,0,0,0,982,1,435.36,FALSE,FALSE,17,N,N,Business/Commercial,19.616667
1,0,0,0,0,0,0,0,424,1,132,FALSE,FALSE,28,Y,Y,Construction/Utility Sites: Construction Site,30.05
1,0,0,0,0,0,0,0,2556,4,510.33,FALSE,FALSE,60,N,N,Shopping Mall/Strip Mall,88.066667
2,0,0,0,0,0,0,0,4925,4,444.58,FALSE,FALSE,49,Y,Y,Business/Commercial,50.566667
0,0,0,0,0,2,0,0,3165,4,557.1,FALSE,FALSE,22,N,Y,Business/Commercial,48.116667
1,0,0,0,0,0,0,0,1144,1,319.11,FALSE,FALSE,11,Y,Y,Distribution Center,28.616667
2,0,0,0,0,0,0,0,10687,7,559.04,FALSE,FALSE,382,Y,Y,Distribution Center,45.866667
1,0,0,0,0,0,0,0,995,1,545.09,FALSE,FALSE,13,N,N,Business/Commercial,36.683333
1,0,0,0,0,0,0,0,2131,7,675.77,FALSE,FALSE,26,N,N,Business/Commercial,43.033333
3,0,0,0,0,0,0,0,426,3,296.18,FALSE,FALSE,43,Y,Y,Distribution Center,21.066667
1,0,0,0,0,0,0,0,889,1,520.23,FALSE,FALSE,9,N,Y,Business/Commercial,31.866667
1,0,0,0,0,0,0,0,1272,1,363.44,FALSE,FALSE,148,Y,Y,Business/Commercial,38.283333
2,0,0,0,0,0,0,0,2695,2,616.77,FALSE,FALSE,44,N,Y,Business/Commercial,30.7
1,0,0,0,0,0,0,0,8871,6,652.93,FALSE,FALSE,14,Y,Y,Business/Commercial,44.85
1,0,0,0,0,0,0,0,957,1,504,FALSE,FALSE,60,N,Y,Grocery Warehouse,11.65
6,0,0,0,0,0,0,0,3099,5,595.92,FALSE,FALSE,139,Y,Y,Business/Commercial,56.85
4,0,0,0,0,0,0,0,18414,8,1028.95,FALSE,TRUE,146,N,Y,Business/Commercial,92.2
1,0,0,0,0,0,0,0,5522,2,457,FALSE,FALSE,13,Y,Y,Business/Commercial,18.25
1,0,0,0,0,0,0,0,1331,1,547.34,FALSE,FALSE,28,Y,N,Business/Commercial,21
2,0,0,0,0,0,0,0,1565,3,285.76,FALSE,FALSE,35,N,Y,Business/Commercial,63.35
1,0,0,0,0,0,0,0,1600,1,487.81,FALSE,FALSE,110,N,Y,Business/Commercial,28.133333
1,0,0,0,0,0,0,0,1213,1,425.37,FALSE,FALSE,6,Y,Y,Business/Commercial,23
0,0,0,0,0,7,0,0,16532,11,843.41,FALSE,FALSE,215,Y,Y,Business/Commercial,75.183333
1,0,0,0,0,0,0,0,660,1,365.84,FALSE,FALSE,20,N,Y,Business/Commercial,26.483333
1,0,0,0,0,0,0,0,1355,2,435,FALSE,FALSE,24,Y,N,Business/Commercial,30.866667
1,0,0,0,0,0,0,0,720,1,288.51,FALSE,FALSE,24,N,Y,Business/Commercial,21.5
2,0,0,0,0,0,0,0,1750,2,231.06,FALSE,FALSE,61,Y,Y,Business/Commercial,27.9
1,0,0,0,0,0,0,0,327,1,203.19,FALSE,FALSE,14,Y,N,Business/Commercial,24.183333
0,0,0,0,0,1,0,0,443,1,289.33,FALSE,FALSE,40,Y,N,Business/Commercial,17.383333
1,0,0,0,0,0,0,0,3359,1,481.8,FALSE,FALSE,71,Y,Y,Business/Commercial,25.516667
1,0,0,0,0,0,0,0,2891,3,613.66,FALSE,FALSE,23,Y,Y,Business/Commercial,30.25
2,0,0,0,0,0,0,0,4946,2,378.9,FALSE,FALSE,130,Y,Y,Business/Commercial,33.433333
1,0,0,0,0,0,0,0,5411,3,573,FALSE,FALSE,260,Y,Y,Distribution Center,48.216667
0,0,0,0,0,1,0,0,654,1,593.36,FALSE,FALSE,25,Y,Y,Business/Commercial,34.65
1,0,0,0,0,0,0,0,578,1,372.43,FALSE,FALSE,37,Y,N,Grocery Warehouse,39.516667
0,0,0,0,0,6,0,0,21889,18,960.8,FALSE,FALSE,111,Y,Y,Business/Commercial,51.983333
1,0,0,0,0,0,0,0,1038,1,117.63,TRUE,FALSE,55,Y,N,Business/Commercial,11.15
1,0,0,0,0,0,0,0,826,1,195.63,FALSE,FALSE,10,N,N,Construction/Utility Sites: Construction Site,15.466667
1,0,0,0,0,0,0,0,368,1,179.25,FALSE,FALSE,20,N,Y,Government Sites: Mine,16.916667
1,0,0,0,0,0,0,0,883,0,207.5,FALSE,FALSE,38,Y,Y,Business/Commercial,30.833333
1,0,0,0,0,0,0,0,2731,1,501.79,FALSE,FALSE,16,Y,Y,Business/Commercial,13.916667
0,0,0,0,0,1,0,0,536,1,266.79,FALSE,FALSE,53,Y,Y,Business/Commercial,24.95
0,0,0,0,0,7,0,0,7248,7,1001.61,FALSE,FALSE,84,Y,Y,Business/Commercial,78.816667
1,0,0,0,0,0,0,0,3275,1,235.29,FALSE,FALSE,22,Y,Y,Business/Commercial,22.533333
0,0,0,0,0,1,0,0,411,1,224.5,TRUE,FALSE,74,Y,Y,Business/Commercial,41.166667
1,0,0,0,0,0,0,0,1857,2,393.77,FALSE,FALSE,20,Y,Y,Business/Commercial,41.366667
1,0,0,0,0,0,0,0,1655,2,512.55,FALSE,FALSE,69,Y,Y,Business/Commercial,31.733333
1,0,0,0,0,0,0,0,809,1,36,FALSE,FALSE,22,N,Y,Business/Commercial,22.016667
3,0,0,0,0,0,0,0,5460,3,631.13,FALSE,TRUE,65,Y,Y,Business/Commercial,42.666667
1,0,0,0,0,0,0,0,719,1,322.5,FALSE,FALSE,17,Y,Y,Business/Commercial,34.516667
1,0,0,0,0,0,0,0,104,1,333.09,FALSE,FALSE,49,N,N,Shopping Mall/Strip Mall,23.6
1,0,0,0,0,0,0,0,947,1,498,FALSE,FALSE,13,N,Y,Business/Commercial,18.616667
1,0,0,0,0,0,0,0,15533,10,737.48,TRUE,FALSE,21,N,Y,Grocery Warehouse,26.35
1,0,0,0,0,0,0,0,5181,6,769,FALSE,FALSE,7,N,N,"Residential: School (K-12), Pre-School, Day Care",46.866667
1,0,0,0,0,0,0,0,4656,2,97.37,FALSE,FALSE,116,N,Y,Business/Commercial,19.833333
1,0,0,0,0,0,0,0,2667,8,470.88,FALSE,FALSE,169,Y,Y,Business/Commercial,35.65
1,0,0,0,0,0,0,0,1737,2,537.86,FALSE,FALSE,25,Y,Y,Business/Commercial,18.666667
1,0,0,0,0,0,0,0,1586,1,564.33,FALSE,FALSE,12,N,Y,Business/Commercial,25.7
1,0,0,0,0,0,0,0,1828,4,1175.62,FALSE,FALSE,66,N,N,Shopping Mall/Strip Mall,99.183333
1,0,0,0,0,0,0,0,1359,1,507.52,FALSE,FALSE,18,N,Y,Business/Commercial,16.516667
1,0,0,0,0,0,0,0,2065,3,595.7,FALSE,FALSE,38,Y,Y,Business/Commercial,29.633333
1,0,0,0,0,0,0,0,5302,5,427.62,FALSE,FALSE,84,Y,Y,Business/Commercial,22.983333
2,0,0,0,0,0,0,0,1079,2,401.82,FALSE,FALSE,65,Y,Y,Business/Commercial,21.3
0,0,0,0,0,6,0,0,2617,12,461.32,FALSE,FALSE,115,Y,Y,Business/Commercial,66.383333
1,0,0,0,0,0,0,0,621,1,241.24,FALSE,FALSE,84,N,Y,Business/Commercial,14.116667
1,0,0,0,0,0,0,0,1384,1,344.18,FALSE,FALSE,15,N,N,Business/Commercial,31.633333
1,0,0,0,0,0,0,0,848,1,495.33,FALSE,FALSE,25,Y,N,Business/Commercial,26.7
1,0,0,0,0,0,0,0,197,1,115,FALSE,FALSE,16,N,N,Business/Commercial,27.666667
1,0,0,0,0,0,0,0,1190,3,417.62,FALSE,FALSE,12,Y,Y,Business/Commercial,33.916667
0,0,0,0,0,1,0,0,966,1,480.5,FALSE,FALSE,22,Y,Y,Business/Commercial,27.633333
2,0,0,0,0,0,0,0,17696,12,810.68,FALSE,FALSE,158,Y,Y,Business/Commercial,81.566667
1,0,0,0,0,0,0,0,2040,2,242.91,FALSE,FALSE,27,N,Y,Business/Commercial,32.35
0,0,0,0,0,2,0,0,4987,4,641.56,FALSE,FALSE,150,Y,Y,Business/Commercial,39.016667
2,0,0,0,0,0,0,0,7304,8,577.15,FALSE,FALSE,64,Y,Y,Business/Commercial,38.766667
0,0,0,0,0,1,0,0,383,2,134.42,FALSE,FALSE,60,Y,Y,Business/Commercial,18.033333
0,0,0,0,0,12,0,0,7099,12,1034.28,TRUE,TRUE,114,Y,Y,Business/Commercial,118.383333
2,0,0,0,0,1,0,0,2670,5,611.27,FALSE,FALSE,100,Y,Y,Business/Commercial,17.25
0,0,0,0,0,2,0,0,2336,2,506.23,FALSE,FALSE,48,Y,Y,Business/Commercial,38.266667
8,0,0,0,0,0,0,0,12187,17,1128.78,TRUE,FALSE,434,Y,Y,Business/Commercial,37.566667
0,0,0,0,0,1,0,0,1853,2,529.93,FALSE,FALSE,82,Y,Y,Business/Commercial,36.666667
1,0,0,0,0,0,0,0,901,1,165.25,FALSE,FALSE,12,Y,Y,Business/Commercial,37.8
0,0,0,0,0,1,0,0,1214,1,559.06,FALSE,FALSE,125,Y,Y,Business/Commercial,18.216667
1,0,0,0,0,0,0,0,1334,1,66.83,FALSE,FALSE,18,Y,Y,Business/Commercial,18.5
1,0,0,0,0,0,0,0,1324,2,260,FALSE,FALSE,50,Y,Y,Business/Commercial,21.333333
4,0,0,0,0,0,0,0,19679,14,2173.77,FALSE,FALSE,183,Y,Y,Business/Commercial,71.316667
1,0,0,0,0,0,0,0,628,1,469.22,FALSE,FALSE,11,N,N,Business/Commercial,30.633333
2,0,0,0,0,0,0,0,2252,2,446.36,TRUE,FALSE,268,Y,Y,Business/Commercial,34.2
0,0,0,0,0,1,0,0,1762,1,249.27,FALSE,FALSE,92,Y,Y,Business/Commercial,34.65
1,0,0,0,0,0,0,0,355,1,42,FALSE,FALSE,42,Y,Y,Government Sites: Mine,36.266667
1,0,0,0,0,0,0,0,767,1,342.71,FALSE,FALSE,11,N,Y,Business/Commercial,26.883333
0,0,0,0,0,2,0,0,622,2,299.77,FALSE,FALSE,88,Y,Y,Business/Commercial,36.833333
1,0,0,0,0,0,0,0,2072,1,454.77,FALSE,FALSE,16,N,Y,Business/Commercial,16.333333
1,0,0,0,0,0,0,0,6226,2,353.09,FALSE,FALSE,7,Y,Y,Distribution Center,23.05
1,0,0,0,0,0,0,0,808,0,135.31,FALSE,FALSE,22,Y,Y,Business/Commercial,34.7
1,0,0,0,0,0,0,0,1430,1,255.66,FALSE,FALSE,11,N,Y,Business/Commercial,44.55
0,0,0,0,0,2,0,0,1555,2,402.66,FALSE,FALSE,137,N,Y,Business/Commercial,26.233333
1,0,0,0,0,0,0,0,616,1,354.11,FALSE,FALSE,104,Y,Y,Business/Commercial,24.083333
3,0,0,0,0,1,0,0,2614,5,727.61,FALSE,FALSE,76,Y,Y,Business/Commercial,39.716667
0,0,0,0,0,1,0,0,1315,1,423.28,FALSE,FALSE,198,Y,Y,Business/Commercial,34.15
